genome,gene,confidence,level,pred_product,truth_product,correct
Caulobacter_vibrioides_NA1000,gene_23211faa79fe,0.35,low,Lipoprotein,tryptophan synthase beta chain,0
Caulobacter_vibrioides_NA1000,gene_02466cfd7a83,0.35,low,Lipoprotein,PAS-family sensor histidine kinase SkaH,0
Caulobacter_vibrioides_NA1000,gene_16e2f0e15a44,0.35,low,Lipoprotein,DUF4142 domain-containing protein,0
Caulobacter_vibrioides_NA1000,gene_fd8bfe144b3a,0.45,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_5d0d31cc1e7a,0.35,low,Lipoprotein,maleylpyruvate isomerase,0
Caulobacter_vibrioides_NA1000,gene_44b53b6281a5,0.45,low,Lipoprotein,carbonic anhydrase,0
Caulobacter_vibrioides_NA1000,gene_c4254ac567c8,0.45,low,ATP/GTP binding protein,"peptidase, M16 family",0
Caulobacter_vibrioides_NA1000,gene_f5598f6c2f54,0.35,low,DNA-binding transcription regulator,Hsp20 family protein,0
Caulobacter_vibrioides_NA1000,gene_2101860401cb,0.35,low,ATP/GTP binding protein,LPS export ABC transporter ATP-binding protein,0
Caulobacter_vibrioides_NA1000,gene_f32642220d71,0.35,low,Serine protease,OstA-like protein,0
Caulobacter_vibrioides_NA1000,gene_a7b78d91a54a,0.35,low,DNA-binding transcription regulator,ribonuclease D,0
Caulobacter_vibrioides_NA1000,gene_76322c94a7cc,0.35,low,ATP/GTP binding protein,"dTDP-4-amino-4,6-dideoxygalactose transaminase, WecE family",0
Caulobacter_vibrioides_NA1000,gene_37990946e334,0.35,low,Lipoprotein,fructose-6-phosphate aldolase,0
Caulobacter_vibrioides_NA1000,gene_cfac5e06b03d,0.35,low,ATP/GTP binding protein,glutamine-dependent NAD synthetase,0
Caulobacter_vibrioides_NA1000,gene_b3a019a4ac6a,0.35,low,DNA-binding transcription regulator,transketolase,0
Caulobacter_vibrioides_NA1000,gene_b5daf71723a7,0.35,low,Lipoprotein,alpha/beta hydrolase,0
Caulobacter_vibrioides_NA1000,gene_494a3c136b36,0.35,low,Lipoprotein,threonine dehydratase,0
Caulobacter_vibrioides_NA1000,gene_fbb48682a5ab,0.35,low,Lipoprotein,peptidyl-prolyl cis-trans isomerase,0
Caulobacter_vibrioides_NA1000,gene_6e71586928a2,0.35,low,Lipoprotein,bifunctional D-glycero-D-manno-heptose-7-phosphate 1-kinase/D-glycero-D-manno-heptose-1-phosphate adenylyltransferase,0
Caulobacter_vibrioides_NA1000,gene_591755cb9250,0.35,low,ATP/GTP binding protein,"signal recognition particle GTPase, SRP",0
Caulobacter_vibrioides_NA1000,gene_c16792c1194c,0.45,low,ATP/GTP binding protein,cytochrome c biogenesis ATP-binding export protein CcmA,0
Caulobacter_vibrioides_NA1000,gene_92cb1fe43efc,0.35,low,DNA-binding transcription regulator,DMT family transporter,0
Caulobacter_vibrioides_NA1000,gene_3ce75a838383,0.5,moderate,Lipoprotein,aconitate hydratase,0
Caulobacter_vibrioides_NA1000,gene_bb27b8ec0529,0.45,low,ATP/GTP binding protein,cell division protein FtsY,0
Caulobacter_vibrioides_NA1000,gene_63f985043f63,0.35,low,Lipoprotein,tRNA 2-methylthioadenosine synthase-like protein,0
Caulobacter_vibrioides_NA1000,gene_f2456e9a6c0e,0.35,low,Serine protease,"serine protease, peptidase family S9A",1
Caulobacter_vibrioides_NA1000,gene_381bb05c34bf,0.35,low,ATP/GTP binding protein,organic solvent resistance transport system ATP-binding protein,0
Caulobacter_vibrioides_NA1000,gene_6301de100ffd,0.35,low,Lipoprotein,LysR-family transcriptional regulator OxyR,0
Caulobacter_vibrioides_NA1000,gene_f9ed7707d307,0.35,low,Serine protease,LolA-family outer membrane lipoprotein carrier protein,0
Caulobacter_vibrioides_NA1000,gene_5fef1002288f,0.35,low,Lipoprotein,pyocin large subunit family protein,0
Caulobacter_vibrioides_NA1000,gene_dc300c4efaa6,0.35,low,Lipoprotein,major facilitator superfamily transporter,0
Caulobacter_vibrioides_NA1000,gene_190647f4e002,0.35,low,Lipoprotein,enoyl-(acyl-carrier protein) reductase FabI,0
Caulobacter_vibrioides_NA1000,gene_15a7c290c03a,0.45,low,ATP/GTP binding protein,S9 family peptidase,0
Caulobacter_vibrioides_NA1000,gene_256d1ae5aed7,0.35,low,ATP/GTP binding protein,ATP-dependent endopeptidase hsl ATP-binding subunit HslU,0
Caulobacter_vibrioides_NA1000,gene_d21c0ed38208,0.35,low,DNA-binding transcription regulator,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit",0
Caulobacter_vibrioides_NA1000,gene_178616d8f782,0.35,low,ATP/GTP binding protein,"imidazole glycerol phosphate synthase, cyclase subunit",0
Caulobacter_vibrioides_NA1000,gene_7a1eca56ce58,0.35,low,Lipoprotein,membrane-bound lytic murein transglycosylase A,0
Caulobacter_vibrioides_NA1000,gene_d92e40297365,0.35,low,Lipoprotein,DUF3576 domain-containing protein,0
Caulobacter_vibrioides_NA1000,gene_36199273d54c,0.35,low,DNA-binding transcription regulator,leucyl-tRNA synthetase,0
Caulobacter_vibrioides_NA1000,gene_5271080f4fdd,0.35,low,Lipoprotein,LptE superfamily protein,0
Caulobacter_vibrioides_NA1000,gene_9e968b352bcd,0.35,low,Lipoprotein,chromosome partitioning protein ParA,0
Caulobacter_vibrioides_NA1000,gene_c8c3f010ff6f,0.35,low,ATP/GTP binding protein,tRNA (5-carboxymethylaminomethyl-2-thiouridylate) synthase,0
Caulobacter_vibrioides_NA1000,gene_42bd0b869a8a,0.35,low,ATP/GTP binding protein,transcription termination factor rho,0
Listeria_monocytogenes_EGDe,gene_0ebf918ae74c,0.35,low,DNA-binding transcription regulator,phospho-beta-galactosidase,0
Listeria_monocytogenes_EGDe,gene_a7308cc67fcd,0.35,low,Serine protease,cell surface protein,0
Listeria_monocytogenes_EGDe,gene_ba7a51600002,0.35,low,Lipoprotein,ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_2e0a945e831d,0.35,low,DNA-binding transcription regulator,PTS beta-glucoside transporter subunit IIB,0
Listeria_monocytogenes_EGDe,gene_dd142ba44ffb,0.35,low,DNA-binding transcription regulator,penicillin-binding protein,0
Listeria_monocytogenes_EGDe,gene_72d0ab444269,0.35,low,DNA-binding transcription regulator,PTS beta-glucoside transporter subunit IIC,0
Listeria_monocytogenes_EGDe,gene_ab238ab98077,0.35,low,Lipoprotein,transcriptional regulator,0
Listeria_monocytogenes_EGDe,gene_8aca8916f753,0.35,low,ATP/GTP binding protein,hydantoinase,0
Listeria_monocytogenes_EGDe,gene_79c4b2fd9894,0.35,low,ATP/GTP binding protein,LysR family transcriptional regulator,0
Listeria_monocytogenes_EGDe,gene_ae1444fc91a9,0.35,low,ATP/GTP binding protein,transcriptional regulator,0
Listeria_monocytogenes_EGDe,gene_f6bf40cb549f,0.35,low,Serine protease,heat-shock protein htrA serine protease,1
Listeria_monocytogenes_EGDe,gene_5fcca354f5d7,0.35,low,Lipoprotein,PTS fructose transporter subunit IIB,0
Listeria_monocytogenes_EGDe,gene_2d0deb451abb,0.35,low,Lipoprotein,thiamine-phosphate pyrophosphorylase,0
Listeria_monocytogenes_EGDe,gene_51c480340be5,0.35,low,Lipoprotein,PTS mannose transporter subunit IIC,0
Listeria_monocytogenes_EGDe,gene_5c089c7a6400,0.35,low,DNA-binding transcription regulator,phosphomethylpyrimidine kinase,0
Listeria_monocytogenes_EGDe,gene_7804d86bd3f0,0.35,low,ATP/GTP binding protein,DNA repair protein RadA,0
Listeria_monocytogenes_EGDe,gene_28a49fd759b7,0.35,low,DNA-binding transcription regulator,PTS mannose transporter subunit IID,0
Listeria_monocytogenes_EGDe,gene_ad5c8a82f260,0.45,low,ATP/GTP binding protein,endopeptidase Clp ATP-binding chain C,0
Listeria_monocytogenes_EGDe,gene_7b6eb77ead3b,0.35,low,ATP/GTP binding protein,amidase,0
Listeria_monocytogenes_EGDe,gene_2e63004c8fb2,0.35,low,ATP/GTP binding protein,ATP synthase F0F1 subunit beta,0
Listeria_monocytogenes_EGDe,gene_66051f82efb4,0.35,low,ATP/GTP binding protein,amino acid ABC transporter ATP-binding protein,0
Listeria_monocytogenes_EGDe,gene_4c21aa585522,0.35,low,ATP/GTP binding protein,ATP synthase F0F1 subunit alpha,0
Listeria_monocytogenes_EGDe,gene_3eac3bc66b31,0.35,low,Lipoprotein,excinuclease ABC subunit C,0
Listeria_monocytogenes_EGDe,gene_e58134e95305,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Listeria_monocytogenes_EGDe,gene_3150d211a93d,0.35,low,Lipoprotein,ATP synthase subunit C,0
Listeria_monocytogenes_EGDe,gene_2e4af9177e62,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Listeria_monocytogenes_EGDe,gene_102979103910,0.35,low,Serine protease,transcriptional regulator,0
Listeria_monocytogenes_EGDe,gene_98b12e3be949,0.35,low,DNA-binding transcription regulator,multidrug resistance protein,0
Listeria_monocytogenes_EGDe,gene_ce994b1cbd5b,0.35,low,Lipoprotein,phosphoglycerate mutase,0
Listeria_monocytogenes_EGDe,gene_01645392c917,0.35,low,Lipoprotein,encapsulation protein CapA,0
Listeria_monocytogenes_EGDe,gene_fd42c9cf7d01,0.35,low,Lipoprotein,LacI family transcription regulator,0
Listeria_monocytogenes_EGDe,gene_9e2f65c96e75,0.35,low,ATP/GTP binding protein,phosphoglycerate dehydrogenase,0
Listeria_monocytogenes_EGDe,gene_c7811716dd3f,0.35,low,DNA-binding transcription regulator,phospho-beta-glucosidase,0
Listeria_monocytogenes_EGDe,gene_0e2c7e25eaed,0.35,low,Lipoprotein,lipoprotein,1
Listeria_monocytogenes_EGDe,gene_cba55b6ab753,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Listeria_monocytogenes_EGDe,gene_c0f418562ee4,0.35,low,DNA-binding transcription regulator,ribosomal RNA large subunit methyltransferase N,0
Listeria_monocytogenes_EGDe,gene_990a46717a5e,0.35,low,Lipoprotein,transporter,0
Listeria_monocytogenes_EGDe,gene_37381dae52bf,0.35,low,Lipoprotein,anaerobic ribonucleotide reductase activator protein,0
Listeria_monocytogenes_EGDe,gene_59d289c3fc94,0.35,low,Lipoprotein,PTS fructose transporter subunit IIC,0
Listeria_monocytogenes_EGDe,gene_e24d931b4b9f,0.45,low,ATP/GTP binding protein,sugar ABC transporter ATP-binding protein,0
Listeria_monocytogenes_EGDe,gene_6ed441c4fa58,0.35,low,ATP/GTP binding protein,LacI family transcriptional regulator,0
Listeria_monocytogenes_EGDe,gene_6375f56d7c70,0.35,low,Lipoprotein,oxidoreductase,0
Listeria_monocytogenes_EGDe,gene_e2cdca42b28e,0.35,low,DNA-binding transcription regulator,PTS beta-glucoside transporter subunit IIABC,0
Listeria_monocytogenes_EGDe,gene_01bc803340b8,0.35,low,Lipoprotein,sugar ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_f1accd783a4f,0.35,low,DNA-binding transcription regulator,DNA-directed RNA polymerase subunit beta',0
Listeria_monocytogenes_EGDe,gene_07e24b225a38,0.35,low,DNA-binding transcription regulator,rod shape-determining protein RodA,0
Listeria_monocytogenes_EGDe,gene_c6fb61d8fcb1,0.35,low,Lipoprotein,sugar ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_a05b4ba07b23,0.35,low,Lipoprotein,beta-glucosidase,0
Listeria_monocytogenes_EGDe,gene_194d5dd43ff6,0.35,low,ATPase,carboxylesterase,0
Listeria_monocytogenes_EGDe,gene_a7a9a09373e3,0.35,low,ATP/GTP binding protein,flagellum-specific ATP synthase,0
Listeria_monocytogenes_EGDe,gene_70b3ce2f639c,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Listeria_monocytogenes_EGDe,gene_e38caf104a90,0.35,low,DNA-binding transcription regulator,flagellar MS-ring protein FliF,0
Listeria_monocytogenes_EGDe,gene_5fe0b7de614a,0.35,low,DNA-binding transcription regulator,glycerophosphoryl diester phosphodiesterase,0
Listeria_monocytogenes_EGDe,gene_76dbca597374,0.35,low,Lipoprotein,glucosamine--fructose-6-phosphate aminotransferase,0
Listeria_monocytogenes_EGDe,gene_8303cee34418,0.45,low,Lipoprotein,glutamate dehydrogenase,0
Listeria_monocytogenes_EGDe,gene_55e3c654ce9e,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Listeria_monocytogenes_EGDe,gene_6c3986e35e20,0.35,low,ATP/GTP binding protein,oxidoreductase,0
Listeria_monocytogenes_EGDe,gene_a1ccb502838a,0.35,low,Lipoprotein,ATP:guanido phosphotransferase,0
Listeria_monocytogenes_EGDe,gene_cf31166f53f5,0.35,low,ATP/GTP binding protein,spermidine/putrescine ABC transporter ATP-binding protein,0
Listeria_monocytogenes_EGDe,gene_a23f8bb10bbb,0.45,low,DNA-binding transcription regulator,phage tail protein,0
Listeria_monocytogenes_EGDe,gene_4a7dbcff4d49,0.35,low,DNA-binding transcription regulator,di-tripeptide transporter,0
Listeria_monocytogenes_EGDe,gene_22bbafb5c604,0.35,low,DNA-binding transcription regulator,NADH-dependent butanol dehydrogenase,0
Listeria_monocytogenes_EGDe,gene_ef9baeda82d7,0.495,low,ATP/GTP binding protein,recombination protein F,0
Listeria_monocytogenes_EGDe,gene_e3c0f465fc47,0.45,low,DNA-binding transcription regulator,cation-transporting ATPase,0
Listeria_monocytogenes_EGDe,gene_bc3fcd09572a,0.35,low,DNA-binding transcription regulator,Na+/H+ antiporter,0
Listeria_monocytogenes_EGDe,gene_e89295d148fb,0.45,low,Lipoprotein,phosphoribosyl pyrophosphate synthetase,0
Listeria_monocytogenes_EGDe,gene_7540a05fd39e,0.35,low,ATP/GTP binding protein,transposase,0
Listeria_monocytogenes_EGDe,gene_7274efc67898,0.35,low,DNA-binding transcription regulator,PTS galactitol transporter subunit IIC,0
Listeria_monocytogenes_EGDe,gene_ee694cebc376,0.35,low,DNA-binding transcription regulator,dihydroxyacetone kinase,0
Listeria_monocytogenes_EGDe,gene_34f0ef2a4b6f,0.45,low,Lipoprotein,fructokinase,0
Listeria_monocytogenes_EGDe,gene_7761bd680fd6,0.35,low,ATP/GTP binding protein,dihydroxyacetone kinase,0
Listeria_monocytogenes_EGDe,gene_493ef590cf4a,0.35,low,Serine protease,lysine-specific permease,0
Listeria_monocytogenes_EGDe,gene_c35c60fe2ef8,0.35,low,Lipoprotein,zinc ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_6d3ccdd2112e,0.35,low,Lipoprotein,short chain dehydrogenase,0
Listeria_monocytogenes_EGDe,gene_f03d37a539ae,0.35,low,Lipoprotein,sugar-phosphate isomerase,0
Listeria_monocytogenes_EGDe,gene_cd15ebf286ef,0.35,low,Lipoprotein,peptide ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_ad6e294ca3c0,0.35,low,ATP/GTP binding protein,chromosome replication initiator DnaA,0
Listeria_monocytogenes_EGDe,gene_115616361e1b,0.35,low,DNA-binding transcription regulator,transcripitonal regulator,0
Listeria_monocytogenes_EGDe,gene_caf8a0cfce28,0.35,low,ATP/GTP binding protein,cell division protein FtsH,0
Listeria_monocytogenes_EGDe,gene_c07147f4fc30,0.45,low,DNA-binding transcription regulator,AA3-600 quinol oxidase subunit I,0
Listeria_monocytogenes_EGDe,gene_12369ca6efe5,0.35,low,Lipoprotein,AA3-600 quinol oxidase subunit II,0
Listeria_monocytogenes_EGDe,gene_44b7edc4ae34,0.35,low,Lipoprotein,mevalonate kinase,0
Listeria_monocytogenes_EGDe,gene_6b41d57787de,0.35,low,DNA-binding transcription regulator,amino acid antiporter,0
Listeria_monocytogenes_EGDe,gene_48c3b9de785d,0.35,low,Serine protease,penicillin acylase,0
Listeria_monocytogenes_EGDe,gene_7f35733035d4,0.35,low,Protein with 4fe4s_fer_1 motif,pyruvate-flavodoxin oxidoreductase,0
Listeria_monocytogenes_EGDe,gene_6fbae6b4cb59,0.35,low,ATP/GTP binding protein,transcription-repair coupling factor,0
Listeria_monocytogenes_EGDe,gene_484b61f17f88,0.35,low,DNA-binding transcription regulator,transposase,0
Listeria_monocytogenes_EGDe,gene_2dba30d5309f,0.35,low,Lipoprotein,PTS fructose transporter subunit IIB,0
Listeria_monocytogenes_EGDe,gene_20c7d3dd85d1,0.35,low,ATP/GTP binding protein,LytR family transcriptional regulator,0
Listeria_monocytogenes_EGDe,gene_c7e9421a5be5,0.45,low,DNA-binding transcription regulator,mevalonate kinase,0
Listeria_monocytogenes_EGDe,gene_dce2635b905f,0.35,low,DNA-binding transcription regulator,transcriptional antiterminator BglG,0
Listeria_monocytogenes_EGDe,gene_463b78a7988b,0.35,low,Serine protease,DNA gyrase subunit A,0
Listeria_monocytogenes_EGDe,gene_26a14507a839,0.35,low,ATP/GTP binding protein,flagellar biosynthesis regulator FlhF,0
Listeria_monocytogenes_EGDe,gene_4d666c52cee9,0.45,low,DNA-binding transcription regulator,transketolase,0
Listeria_monocytogenes_EGDe,gene_257a89bb1e20,0.35,low,ATP/GTP binding protein,replicative DNA helicase,0
Listeria_monocytogenes_EGDe,gene_1a5a342f3870,0.35,low,Lipoprotein,peptide ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_9673295a5cda,0.35,low,DNA-binding transcription regulator,flagellar biosynthesis protein FlhA,0
Listeria_monocytogenes_EGDe,gene_9976adc50158,0.35,low,Lipoprotein,Crp/Fnr family transcriptional regulator,0
Listeria_monocytogenes_EGDe,gene_c6dd694ee865,0.35,low,Lipoprotein,glucose transporter,0
Listeria_monocytogenes_EGDe,gene_0153d73294ee,0.35,low,DNA-binding transcription regulator,histidine kinase,0
Listeria_monocytogenes_EGDe,gene_751243dc0e10,0.35,low,DNA-binding transcription regulator,N-acetylmuramoyl-L-alanine amidase,0
Listeria_monocytogenes_EGDe,gene_abe8e7de5e4d,0.35,low,DNA-binding transcription regulator,amino acid transporter,0
Listeria_monocytogenes_EGDe,gene_e471e9cd656e,0.35,low,Lipoprotein,internalin,0
Listeria_monocytogenes_EGDe,gene_39cd96913045,0.35,low,Serine protease,oxidoreductase,0
Listeria_monocytogenes_EGDe,gene_b232062699ee,0.45,low,Lipoprotein,heavy metal-transporting ATPase,0
Listeria_monocytogenes_EGDe,gene_7bf368665f8c,0.35,low,DNA-binding transcription regulator,transposase,0
Listeria_monocytogenes_EGDe,gene_e6a3d8a0eea9,0.35,low,Lipoprotein,"putaive secreted, lysin rich protein",0
Listeria_monocytogenes_EGDe,gene_b49d6dd8d0ce,0.45,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Listeria_monocytogenes_EGDe,gene_fe13f6e81dbe,0.45,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Listeria_monocytogenes_EGDe,gene_e3fb0fa9ba8a,0.35,low,DNA-binding transcription regulator,carbamate kinase,0
Listeria_monocytogenes_EGDe,gene_1089881b453c,0.35,low,Lipoprotein,lipoate-protein ligase,0
Listeria_monocytogenes_EGDe,gene_ec553995a5f9,0.35,low,Lipoprotein,amino acid transporter,0
Listeria_monocytogenes_EGDe,gene_406046a25bb5,0.35,low,ATP/GTP binding protein,ATP/GTP-binding protein,1
Listeria_monocytogenes_EGDe,gene_bd2e055f9f32,0.35,low,DNA-binding transcription regulator,antibiotic resistance protein,0
Listeria_monocytogenes_EGDe,gene_9819934646dc,0.35,low,Serine protease,oxidoreductase,0
Listeria_monocytogenes_EGDe,gene_a108ce0bdee6,0.35,low,ATP/GTP binding protein,acylase,0
Listeria_monocytogenes_EGDe,gene_d7661041246c,0.35,low,Lipoprotein,sugar hydrolase,0
Listeria_monocytogenes_EGDe,gene_c8a0ff223dba,0.35,low,ATP/GTP binding protein,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,0
Listeria_monocytogenes_EGDe,gene_37ff883c61f2,0.35,low,DNA-binding transcription regulator,PTS mannose transporter subunit IID,0
Listeria_monocytogenes_EGDe,gene_07e2398ca9b8,0.35,low,Serine protease,alpha-glucosidase,0
Listeria_monocytogenes_EGDe,gene_92d9ee3f9a73,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Listeria_monocytogenes_EGDe,gene_ff0b877caf43,0.35,low,Lipoprotein,PTS fructose transporter subunit IIB,0
Listeria_monocytogenes_EGDe,gene_58b1904f7b1b,0.35,low,Lipoprotein,PTS mannose transporter subunit IIC,0
Listeria_monocytogenes_EGDe,gene_22e37e0bbc22,0.35,low,DNA-binding transcription regulator,alpha-glucosidase,0
Listeria_monocytogenes_EGDe,gene_43b678000d09,0.35,low,DNA-binding transcription regulator,PTS mannose transporter subunit IIAB,0
Listeria_monocytogenes_EGDe,gene_819c3d1213da,0.35,low,Lipoprotein,sugar ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_aa14c93e534e,0.45,low,ATP/GTP binding protein,adenylosuccinate synthetase,0
Listeria_monocytogenes_EGDe,gene_327a2ccdac16,0.35,low,ATP/GTP binding protein,ATP-dependent RNA helicase,0
Listeria_monocytogenes_EGDe,gene_63cbda0be70e,0.35,low,DNA-binding transcription regulator,NADH:flavin oxidoreductase,0
Listeria_monocytogenes_EGDe,gene_4225169df59e,0.35,low,ATP/GTP binding protein,"ABC transporter, ATP-binding protein",1
Listeria_monocytogenes_EGDe,gene_ec0687de2c9e,0.35,low,DNA-binding transcription regulator,glucosamine-6-phosphate isomerase,0
Listeria_monocytogenes_EGDe,gene_55b1d74f1ae1,0.35,low,Serine protease,protoporphyrinogen oxidase,0
Listeria_monocytogenes_EGDe,gene_0ff0155ec539,0.35,low,Lipoprotein,positive regulator of sigma-B activity,0
